fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,score
1001,2013-02-08,0.38,100.3,6.91,9.51,8.24,8.24,16.23,2.49,13.74,9.5,2.1,3.64,1.15,2.49,4.24,5.67,1.66,4.01,
1001,2013-02-09,0.0,100.81,4.95,7.37,3.52,3.53,16.0,0.31,15.7,7.46,2.13,2.64,1.56,1.08,4.2,6.76,2.9,3.86,
1001,2013-02-10,51.74,100.34,8.54,12.47,10.91,10.91,17.99,6.12,11.88,12.44,3.81,5.01,2.42,2.59,7.03,9.35,5.16,4.19,
1001,2013-02-11,43.28,100.39,8.98,13.37,12.06,12.06,18.09,9.54,8.55,13.29,2.48,4.18,0.75,3.43,4.49,7.75,1.89,5.86,
1001,2013-02-12,35.16,99.94,7.58,10.64,9.7,9.7,13.48,7.9,5.58,10.63,2.1,3.8,0.42,3.38,3.63,5.79,0.46,5.33,0.3532
1001,2013-02-13,1.4,99.76,6.25,7.97,6.69,6.69,11.11,2.16,8.95,7.87,2.7,3.92,0.6,3.33,5.21,6.67,1.59,5.08,
1001,2013-02-14,0.0,100.35,4.71,7.26,2.96,2.97,14.36,1.8,12.56,6.48,1.39,2.24,0.84,1.4,2.24,3.55,1.1,2.44,
1001,2013-02-15,0.0,100.38,5.47,9.76,4.94,4.95,17.15,3.26,13.89,8.43,1.7,3.02,0.47,2.55,3.14,6.27,0.71,5.56,
1001,2013-02-16,0.01,100.56,3.46,3.96,-1.66,-1.59,7.49,-3.05,10.54,4.03,3.21,5.16,1.79,3.37,5.79,8.28,4.07,4.21,
1001,2013-02-17,0.0,101.04,2.86,2.14,-3.86,-3.76,10.36,-5.53,15.9,2.0,1.62,2.38,0.55,1.84,3.32,6.66,0.73,5.92,
1001,2013-02-18,0.12,100.76,4.59,6.89,2.46,2.47,14.57,-2.01,16.58,6.93,3.35,4.82,1.83,2.99,6.38,8.93,2.46,6.48,
1001,2013-02-19,12.22,100.44,5.43,9.01,4.56,4.58,14.32,0.91,13.42,8.95,3.37,5.51,1.63,3.88,6.39,9.98,4.12,5.86,0.3532
1001,2013-02-20,0.0,100.74,3.45,2.86,-1.3,-1.26,8.82,-2.33,11.15,2.8,1.88,2.35,1.46,0.9,4.01,5.35,2.06,3.29,
1001,2013-02-21,2.35,100.15,5.25,8.36,3.75,3.76,16.73,-1.4,18.13,8.41,2.72,4.02,1.84,2.18,5.32,7.9,2.54,5.36,
1001,2013-02-22,45.4,99.98,8.72,13.08,11.85,11.85,16.61,10.76,5.85,13.02,1.59,3.25,0.52,2.74,3.15,7.13,0.85,6.28,
1001,2013-02-23,8.65,99.87,7.75,11.15,10.11,10.11,14.82,7.55,7.27,11.13,1.5,2.08,0.3,1.78,3.06,4.33,0.49,3.84,
1001,2013-02-24,0.03,100.0,6.07,10.82,6.49,6.49,19.15,4.85,14.3,10.85,1.82,2.67,1.33,1.33,3.67,6.86,1.92,4.94,
1001,2013-02-25,23.66,99.21,8.32,11.86,10.87,10.87,14.41,8.6,5.82,11.84,3.79,7.37,1.97,5.4,6.47,12.51,3.1,9.41,
1001,2013-02-26,17.94,98.91,7.03,11.18,7.96,7.96,16.14,5.35,10.79,11.15,3.8,6.34,2.13,4.21,6.95,11.36,4.64,6.72,0.0
1001,2013-02-27,0.0,99.85,5.33,8.19,4.61,4.62,14.34,1.75,12.58,8.24,2.75,4.04,1.6,2.44,5.5,6.93,3.06,3.87,
1001,2013-02-28,0.0,100.13,4.35,5.2,1.78,1.8,10.34,0.19,10.14,5.29,2.83,4.26,1.77,2.49,5.34,6.62,4.11,2.51,
1001,2013-03-01,0.0,100.33,3.84,3.61,0.17,0.19,8.76,-0.87,9.62,3.75,2.53,3.84,1.5,2.34,4.65,5.95,2.91,3.03,
1001,2013-03-02,0.0,100.43,3.37,1.81,-1.59,-1.56,5.79,-1.48,7.28,1.98,2.91,4.15,1.86,2.29,5.0,6.43,3.59,2.84,
1001,2013-03-03,0.0,100.53,2.83,1.42,-3.88,-3.81,7.49,-4.19,11.68,0.94,2.6,3.81,1.79,2.03,4.4,5.84,2.76,3.08,
1001,2013-03-04,0.0,100.35,4.77,7.09,2.43,2.45,14.9,-1.66,16.56,6.61,2.59,3.67,1.3,2.36,4.75,7.28,1.93,5.34,
1001,2013-03-05,3.58,100.0,7.66,11.33,9.3,9.3,18.31,3.6,14.71,11.22,3.8,5.95,2.48,3.47,7.0,9.74,4.29,5.45,0.0
1001,2013-03-06,0.0,100.74,3.48,3.63,-1.16,-1.13,8.89,-0.99,9.88,3.73,3.52,5.02,1.79,3.23,6.57,8.11,4.52,3.6,
1001,2013-03-07,0.0,100.99,4.16,4.93,1.14,1.15,13.98,-2.22,16.2,5.05,1.9,2.32,1.38,0.94,3.91,6.05,1.9,4.15,
1001,2013-03-08,0.0,100.96,4.87,8.69,3.37,3.38,18.49,-0.82,19.3,8.35,1.72,2.43,0.95,1.48,3.45,6.28,1.36,4.92,
1001,2013-03-09,0.0,100.68,6.32,11.32,7.15,7.16,17.77,6.14,11.63,11.32,2.54,3.48,1.66,1.82,5.19,6.72,2.86,3.86,
1001,2013-03-10,0.12,100.16,8.42,14.48,11.2,11.2,21.75,8.09,13.66,14.42,3.61,4.86,2.47,2.39,6.83,7.92,5.49,2.43,
1001,2013-03-11,28.09,99.77,7.79,10.93,9.86,9.86,15.31,3.95,11.36,10.85,2.95,4.2,2.12,2.08,5.31,7.56,3.38,4.18,
1001,2013-03-12,0.0,100.37,4.75,7.36,3.0,3.02,14.88,1.31,13.56,7.49,2.7,3.64,1.9,1.74,5.17,6.83,3.69,3.14,0.0
1001,2013-03-13,0.0,100.97,4.26,6.72,1.63,1.65,13.4,1.22,12.18,6.76,2.95,4.52,1.78,2.74,5.77,7.27,3.19,4.08,
1001,2013-03-14,0.0,101.22,3.74,5.95,-0.28,-0.24,14.17,-2.5,16.67,5.53,2.12,2.52,1.56,0.96,3.96,5.11,2.66,2.45,
1001,2013-03-15,0.0,100.58,6.93,11.96,8.03,8.03,21.76,2.11,19.65,11.86,2.64,3.69,1.59,2.1,5.48,7.23,2.23,4.99,
1001,2013-03-16,0.0,100.12,8.23,14.3,10.97,10.98,21.48,7.19,14.29,14.23,2.88,4.25,2.04,2.2,5.92,7.37,4.1,3.27,
1001,2013-03-17,0.0,99.93,9.81,14.9,13.6,13.6,19.54,8.55,10.99,14.82,2.23,2.92,1.51,1.41,4.72,6.13,2.28,3.85,
1001,2013-03-18,7.94,99.64,11.85,17.08,16.42,16.42,21.86,13.09,8.77,16.99,2.52,3.88,1.43,2.45,5.03,6.37,2.97,3.4,
1001,2013-03-19,1.15,100.23,6.31,12.55,6.96,6.97,19.48,7.42,12.06,12.63,2.66,4.04,2.02,2.02,5.03,6.58,2.98,3.6,0.0
1001,2013-03-20,0.0,100.31,4.74,9.42,2.97,3.0,14.76,5.13,9.64,9.39,2.53,3.3,1.54,1.76,5.02,7.34,2.45,4.89,
1001,2013-03-21,0.06,100.12,3.66,6.04,-0.77,-0.7,10.33,2.37,7.96,5.75,1.95,2.71,1.01,1.7,3.49,5.85,1.8,4.04,
1001,2013-03-22,11.5,99.95,5.8,7.63,5.68,5.68,11.7,2.97,8.72,7.71,2.27,3.53,1.74,1.78,4.21,5.45,3.23,2.22,
1001,2013-03-23,24.01,99.4,9.05,13.79,12.16,12.16,20.29,8.3,11.98,13.91,2.43,4.73,0.58,4.15,4.29,8.19,0.79,7.4,
1001,2013-03-24,11.27,98.88,8.24,14.0,9.96,9.96,21.02,4.09,16.93,13.99,4.43,6.04,2.44,3.6,7.76,10.18,3.6,6.58,
1001,2013-03-25,0.0,100.23,3.14,4.48,-2.56,-2.49,9.6,0.57,9.03,4.64,4.19,5.77,2.27,3.5,7.44,9.33,5.08,4.25,
1001,2013-03-26,0.0,101.02,3.28,2.7,-1.89,-1.85,7.72,-1.45,9.17,2.89,2.72,3.73,1.72,2.01,5.21,5.88,3.96,1.92,0.0
1001,2013-03-27,0.0,101.24,3.84,5.66,0.16,0.19,13.64,-2.82,16.46,5.2,1.82,2.28,1.38,0.9,3.19,4.22,2.12,2.1,
1001,2013-03-28,0.0,101.1,4.57,11.19,2.56,2.59,18.83,2.42,16.42,9.07,1.29,2.06,0.37,1.69,2.0,3.2,0.54,2.67,
1001,2013-03-29,0.0,100.9,6.53,12.64,7.39,7.39,20.5,4.92,15.57,11.88,1.94,2.72,1.41,1.31,3.89,6.2,2.14,4.06,
1001,2013-03-30,2.5,100.45,9.16,14.11,12.62,12.61,18.48,8.68,9.8,14.13,2.0,3.46,1.3,2.16,4.17,6.99,2.11,4.88,
1001,2013-03-31,10.78,99.92,11.22,17.07,15.72,15.72,21.3,13.62,7.68,17.07,2.48,3.35,1.49,1.86,5.01,6.6,4.0,2.61,
1001,2013-04-01,1.19,100.06,9.25,16.37,12.74,12.74,22.29,11.28,11.01,16.25,2.06,2.83,1.27,1.56,4.07,5.07,3.18,1.88,
1001,2013-04-02,0.0,100.45,7.73,15.12,9.98,9.99,23.1,8.39,14.71,15.12,1.94,2.96,0.32,2.64,3.73,5.75,0.42,5.33,0.0
1001,2013-04-03,8.2,100.32,7.01,10.65,8.62,8.62,12.2,8.95,3.25,10.66,2.89,3.77,2.18,1.59,4.99,6.79,3.89,2.9,
1001,2013-04-04,7.55,99.91,7.79,11.16,10.18,10.18,14.45,9.08,5.37,11.3,2.3,3.26,1.03,2.23,3.84,6.03,1.28,4.75,
1001,2013-04-05,0.25,100.25,6.47,11.21,7.52,7.52,18.02,6.75,11.27,11.32,2.59,3.44,1.7,1.74,4.92,5.92,3.07,2.84,
1001,2013-04-06,0.0,100.48,7.28,13.41,8.98,8.98,20.96,4.49,16.47,13.19,2.17,2.81,1.36,1.45,4.57,6.93,1.75,5.18,
1001,2013-04-07,0.0,100.39,9.16,15.76,12.56,12.56,23.22,8.13,15.09,15.62,2.2,3.11,1.34,1.77,4.56,6.73,1.87,4.87,
1001,2013-04-08,0.0,100.26,11.08,18.5,15.58,15.58,24.99,12.22,12.78,18.48,2.46,3.24,1.81,1.43,5.17,6.76,3.48,3.28,
1001,2013-04-09,0.0,100.31,11.76,19.95,16.5,16.5,26.79,13.68,13.11,19.91,2.47,3.59,1.75,1.84,5.16,6.56,2.9,3.66,0.0
1001,2013-04-10,0.0,100.07,12.14,20.48,16.96,16.96,26.66,15.03,11.63,20.45,2.39,3.28,1.68,1.6,4.98,6.96,2.63,4.33,
1001,2013-04-11,42.31,99.31,13.21,19.47,17.99,17.99,24.41,11.57,12.84,19.41,3.55,5.31,1.79,3.52,6.42,9.41,4.09,5.32,
1001,2013-04-12,0.51,99.79,6.7,12.82,7.9,7.9,19.51,7.08,12.43,12.96,2.74,3.26,1.83,1.43,5.23,6.58,4.2,2.38,
1001,2013-04-13,0.0,100.11,7.4,15.53,9.42,9.42,24.78,7.27,17.51,15.18,1.89,2.64,1.22,1.42,3.8,6.86,2.09,4.78,
1001,2013-04-14,25.3,99.81,9.02,13.51,12.32,12.32,16.19,11.0,5.18,13.45,2.26,3.69,1.2,2.49,4.51,7.11,3.01,4.1,
1001,2013-04-15,0.13,100.02,12.07,19.59,16.78,16.78,26.68,12.79,13.89,19.46,1.51,2.23,1.03,1.2,3.05,5.87,1.47,4.41,
1001,2013-04-16,0.04,100.41,14.81,23.1,20.16,20.16,29.22,18.2,11.02,23.13,2.31,3.07,1.57,1.5,4.73,5.76,3.83,1.93,0.0
1001,2013-04-17,0.12,100.42,14.88,22.24,20.29,20.28,26.77,19.19,7.58,22.21,2.03,2.73,1.58,1.15,4.42,5.68,3.2,2.48,
1001,2013-04-18,0.46,99.86,13.57,21.68,18.71,18.71,26.48,17.05,9.43,21.66,3.35,4.68,1.92,2.75,6.34,8.71,4.17,4.54,
1001,2013-04-19,23.77,100.07,8.3,12.18,10.02,10.02,21.02,5.03,15.99,12.18,3.33,4.5,1.78,2.73,6.06,8.39,4.55,3.84,
1001,2013-04-20,0.0,100.81,5.39,10.29,4.85,4.86,17.79,3.36,14.42,10.45,2.28,3.21,1.57,1.64,4.66,6.12,2.19,3.93,
1001,2013-04-21,0.0,100.85,6.83,13.31,8.19,8.19,21.14,4.66,16.47,13.43,2.18,2.75,1.67,1.08,4.63,7.0,2.63,4.38,
1001,2013-04-22,0.0,100.66,8.77,15.26,12.03,12.03,20.27,10.82,9.45,15.3,2.63,3.85,1.44,2.42,5.23,6.48,3.63,2.85,
1001,2013-04-23,0.0,100.43,10.03,17.37,13.96,13.96,23.53,10.39,13.13,17.46,2.42,3.36,1.78,1.58,4.8,6.39,3.34,3.04,0.0
1001,2013-04-24,2.29,100.43,10.8,16.86,15.09,15.09,24.11,11.16,12.95,16.86,2.6,3.68,1.79,1.89,4.77,5.94,3.69,2.26,
1001,2013-04-25,0.16,101.01,6.56,13.13,7.73,7.74,20.52,7.96,12.56,13.26,2.36,2.8,1.77,1.03,4.65,6.7,3.49,3.21,
1001,2013-04-26,0.0,100.99,7.33,15.54,9.1,9.11,24.46,6.03,18.43,15.24,2.02,2.62,1.53,1.08,4.13,6.15,2.35,3.8,
1001,2013-04-27,0.86,100.57,11.38,18.7,15.88,15.88,23.67,13.07,10.59,18.71,2.09,3.12,1.22,1.9,4.41,6.12,2.94,3.18,
1001,2013-04-28,20.78,100.14,12.81,18.46,17.84,17.84,20.98,15.18,5.8,18.38,2.09,3.05,1.21,1.85,4.4,6.38,3.2,3.18,
1001,2013-04-29,0.07,100.0,10.81,19.84,15.14,15.14,24.84,14.2,10.65,19.12,1.29,2.01,0.8,1.21,2.27,3.65,1.1,2.55,
1001,2013-04-30,0.12,99.97,12.07,20.61,16.78,16.78,27.17,12.77,14.4,20.68,1.78,2.48,1.35,1.13,3.78,5.87,2.03,3.83,0.0
1001,2013-05-01,3.71,100.23,12.32,18.9,17.26,17.26,20.38,16.63,3.75,18.84,3.39,3.94,2.68,1.26,6.2,7.38,5.29,2.09,
1001,2013-05-02,0.47,100.19,11.67,19.15,16.39,16.4,24.69,15.64,9.05,19.23,3.4,4.03,2.72,1.31,6.0,7.09,5.36,1.73,
1001,2013-05-03,14.41,99.8,11.09,17.54,15.55,15.55,19.87,13.81,6.06,17.52,3.12,4.34,0.85,3.49,5.78,7.41,1.8,5.62,
1001,2013-05-04,29.07,99.85,6.22,10.35,6.74,6.75,16.11,5.99,10.12,10.31,2.74,3.57,1.45,2.11,4.59,5.57,3.28,2.29,
1001,2013-05-05,0.74,99.65,6.31,10.23,7.03,7.03,16.36,4.58,11.78,10.32,2.44,4.16,1.22,2.95,4.37,6.67,1.88,4.79,
1001,2013-05-06,4.67,99.77,7.87,11.79,10.18,10.18,15.23,7.22,8.01,11.92,2.36,3.18,1.86,1.32,4.32,5.05,3.3,1.76,
1001,2013-05-07,0.16,100.03,8.66,15.77,11.75,11.75,21.87,9.28,12.59,15.21,1.62,2.18,1.29,0.89,2.92,4.68,1.97,2.71,0.0
1001,2013-05-08,0.0,100.28,10.3,18.71,14.35,14.35,25.7,11.58,14.11,18.28,1.71,2.11,0.68,1.43,3.14,4.87,1.11,3.76,
1001,2013-05-09,0.1,100.36,11.86,20.67,16.59,16.59,27.61,13.19,14.42,20.63,1.8,2.25,0.75,1.5,3.78,6.12,1.24,4.88,
1001,2013-05-10,0.54,100.13,12.18,19.71,17.08,17.08,24.29,16.17,8.12,19.7,2.11,3.11,1.45,1.67,4.45,5.17,2.6,2.56,
1001,2013-05-11,3.65,99.99,13.35,19.74,18.46,18.46,23.69,16.43,7.26,19.73,2.1,2.93,1.49,1.45,4.23,5.13,2.29,2.84,
1001,2013-05-12,0.0,100.41,8.49,16.02,11.47,11.48,21.78,9.14,12.64,16.05,2.37,3.36,1.85,1.5,4.85,6.29,3.02,3.26,
1001,2013-05-13,0.0,100.81,6.93,14.73,8.47,8.48,21.54,6.28,15.26,14.29,1.97,2.57,1.37,1.2,3.68,5.07,1.81,3.26,
1001,2013-05-14,0.0,100.72,9.39,18.89,12.88,12.88,26.32,11.66,14.66,18.18,1.84,2.33,1.03,1.31,3.65,6.9,1.51,5.39,0.0
1001,2013-05-15,0.0,100.48,11.57,21.29,16.22,16.22,28.51,13.17,15.34,21.3,1.7,2.27,1.12,1.15,3.66,5.83,1.7,4.13,
1001,2013-05-16,0.06,100.18,12.34,21.2,17.24,17.24,27.32,15.21,12.11,21.27,1.79,2.79,1.15,1.64,3.89,5.6,1.76,3.84,
1001,2013-05-17,10.49,100.16,13.88,21.95,19.11,19.11,26.64,17.34,9.31,22.02,2.29,3.12,1.52,1.6,4.65,6.28,2.74,3.54,
1001,2013-05-18,11.29,100.16,15.96,23.31,21.37,21.37,27.0,20.16,6.84,23.31,2.27,3.1,1.27,1.83,4.66,6.0,2.98,3.02,
1001,2013-05-19,1.11,100.17,14.92,23.88,20.28,20.28,28.79,20.01,8.78,23.89,1.67,2.29,1.15,1.14,3.6,5.19,1.97,3.22,
1001,2013-05-20,0.01,100.15,14.54,24.02,19.84,19.84,30.1,17.84,12.26,24.07,1.45,1.98,0.75,1.22,3.3,5.87,1.17,4.71,
1001,2013-05-21,0.02,99.95,15.24,24.85,20.57,20.57,30.81,18.99,11.82,24.88,1.64,2.28,1.04,1.24,3.66,5.7,1.72,3.99,0.0
1001,2013-05-22,0.19,99.82,14.67,23.12,19.95,19.96,27.36,18.44,8.93,23.12,1.75,2.41,1.12,1.3,3.64,5.17,2.03,3.14,
1001,2013-05-23,0.07,100.07,13.74,23.45,18.94,18.94,29.68,17.59,12.09,23.47,2.05,2.88,1.53,1.36,4.45,6.13,2.29,3.85,
1001,2013-05-24,0.0,100.61,10.47,19.75,14.7,14.7,25.11,13.04,12.08,19.79,2.62,3.74,1.82,1.92,5.27,6.59,3.92,2.67,
1001,2013-05-25,0.0,100.84,9.2,19.56,12.74,12.74,28.35,10.35,18.0,19.23,1.65,2.51,0.58,1.93,3.14,4.99,0.81,4.18,
1001,2013-05-26,0.0,100.7,10.44,22.28,14.72,14.72,29.26,13.86,15.4,21.55,1.26,2.21,0.8,1.41,2.44,5.28,1.05,4.23,
1001,2013-05-27,0.0,100.53,12.97,23.11,18.06,18.06,29.71,16.29,13.42,23.06,1.64,2.08,0.86,1.22,3.45,5.52,1.25,4.27,
1001,2013-05-28,0.06,100.4,13.37,23.41,18.54,18.54,29.9,17.12,12.77,23.4,2.06,3.02,1.07,1.96,4.34,6.1,1.5,4.6,0.0
1001,2013-05-29,0.84,100.36,14.16,23.71,19.44,19.44,29.95,17.05,12.9,23.76,2.53,3.76,1.59,2.18,5.02,6.27,3.28,2.99,
1001,2013-05-30,0.04,100.36,15.09,24.15,20.5,20.5,28.81,20.17,8.63,24.15,2.53,3.36,1.92,1.43,5.13,5.95,4.11,1.84,
1001,2013-05-31,0.02,100.26,15.35,25.16,20.77,20.77,30.32,20.87,9.44,25.18,2.47,3.3,1.74,1.57,5.07,6.14,4.12,2.02,
1001,2013-06-01,4.95,100.08,16.41,25.57,21.79,21.79,30.88,20.58,10.3,25.64,2.05,2.92,1.37,1.55,4.21,5.52,2.54,2.98,
1001,2013-06-02,1.36,99.84,16.14,25.09,21.51,21.51,29.27,21.04,8.23,24.83,1.22,2.37,0.45,1.93,2.32,5.29,0.66,4.63,
1001,2013-06-03,0.68,99.78,15.23,24.76,20.55,20.55,29.88,20.66,9.22,24.49,1.28,2.13,0.77,1.35,2.46,3.52,1.38,2.14,
1001,2013-06-04,3.17,99.89,15.95,26.18,21.27,21.27,32.42,19.61,12.8,26.25,1.05,1.77,0.08,1.69,2.47,5.41,0.21,5.21,0.2901
1001,2013-06-05,30.75,99.84,17.43,25.52,22.74,22.74,30.22,21.33,8.89,25.56,1.41,1.86,0.94,0.92,2.99,4.43,1.56,2.86,
1001,2013-06-06,3.06,99.44,15.97,24.53,21.27,21.27,28.9,20.78,8.12,24.5,1.13,1.3,0.56,0.75,2.2,3.63,0.82,2.81,
1001,2013-06-07,8.11,99.45,15.6,23.15,20.85,20.85,26.37,20.32,6.04,22.97,1.37,1.91,0.97,0.94,2.55,3.65,1.6,2.05,
1001,2013-06-08,0.8,100.01,14.83,24.11,20.1,20.1,29.02,19.05,9.96,23.8,1.3,2.01,0.05,1.95,2.57,5.55,0.07,5.47,
1001,2013-06-09,8.49,100.15,16.13,22.74,21.56,21.56,24.71,20.95,3.75,22.76,2.17,3.25,1.42,1.84,4.26,5.33,2.69,2.65,
1001,2013-06-10,6.58,100.06,16.72,24.64,22.12,22.12,28.79,21.14,7.64,24.66,2.47,3.09,1.79,1.31,4.85,5.64,4.16,1.48,
1001,2013-06-11,0.17,100.17,17.35,26.95,22.72,22.72,33.13,21.37,11.75,26.88,2.01,2.48,1.51,0.97,3.96,4.85,3.25,1.6,0.6855
1001,2013-06-12,0.0,100.18,17.57,27.39,22.92,22.92,33.41,21.74,11.67,27.28,1.67,2.02,1.03,0.99,3.33,4.52,1.42,3.1,
1001,2013-06-13,3.49,99.81,17.95,27.57,23.21,23.21,33.05,21.92,11.13,27.57,2.56,3.89,1.49,2.4,5.24,6.32,2.15,4.17,
1001,2013-06-14,0.32,99.79,14.35,24.66,19.52,19.52,30.15,19.43,10.73,24.69,2.24,2.92,1.61,1.3,4.52,5.82,3.65,2.18,
1001,2013-06-15,0.0,100.17,13.69,24.84,18.89,18.89,31.74,18.1,13.64,24.91,2.22,2.88,1.78,1.1,4.67,6.74,3.19,3.55,
1001,2013-06-16,2.05,100.2,16.17,26.33,21.5,21.5,32.36,20.01,12.35,26.25,1.59,2.2,0.39,1.81,3.19,5.33,0.82,4.51,
1001,2013-06-17,15.95,100.0,17.84,26.72,23.13,23.13,31.87,22.52,9.36,26.75,1.34,1.94,0.9,1.04,2.92,5.01,1.57,3.44,
1001,2013-06-18,11.92,99.82,18.16,24.54,23.42,23.43,26.54,22.6,3.94,24.52,2.15,3.31,0.82,2.49,4.19,5.71,1.85,3.86,0.6855
1001,2013-06-19,0.83,100.01,15.78,25.02,21.15,21.15,30.59,20.81,9.77,25.01,1.38,1.78,0.71,1.07,2.79,3.87,1.27,2.6,
1001,2013-06-20,0.05,100.39,15.16,25.34,20.57,20.58,31.61,19.55,12.06,25.42,1.81,2.16,1.44,0.72,3.72,5.1,2.68,2.42,
1001,2013-06-21,0.04,100.54,15.13,25.13,20.58,20.58,30.78,20.43,10.35,25.24,1.93,2.58,1.49,1.09,4.03,5.36,3.17,2.19,
1001,2013-06-22,0.01,100.48,13.76,24.95,19.01,19.01,31.43,18.71,12.72,25.11,1.68,2.15,1.31,0.83,3.63,5.46,1.82,3.64,
1001,2013-06-23,0.07,100.4,15.88,25.93,21.32,21.32,31.45,20.34,11.1,26.18,1.39,1.86,0.9,0.97,3.05,5.05,1.29,3.77,
1001,2013-06-24,5.91,100.53,16.35,25.25,21.8,21.8,29.08,21.9,7.18,25.16,1.48,1.96,1.01,0.96,2.87,4.04,2.01,2.03,
1001,2013-06-25,0.43,100.37,15.7,26.21,21.11,21.11,31.09,20.23,10.86,26.0,1.4,1.94,0.81,1.13,2.73,4.96,1.31,3.65,1.0
1001,2013-06-26,0.16,100.12,17.17,26.3,22.55,22.55,30.91,21.76,9.15,26.36,1.7,2.23,1.25,0.98,3.8,6.08,2.1,3.98,
1001,2013-06-27,1.64,99.86,18.84,27.16,24.03,24.02,31.2,23.34,7.86,27.19,2.35,3.33,1.75,1.58,4.86,5.9,3.82,2.08,
1001,2013-06-28,12.91,99.42,19.57,27.34,24.59,24.59,32.04,23.85,8.19,27.37,2.25,2.89,1.65,1.24,4.48,5.27,3.08,2.19,
1001,2013-06-29,4.66,99.14,16.29,27.04,21.45,21.45,31.72,22.11,9.61,26.68,1.74,2.8,1.18,1.62,3.27,4.51,1.75,2.76,
1001,2013-06-30,0.16,99.21,13.14,25.37,18.04,18.04,31.83,19.8,12.03,25.21,1.28,1.76,0.24,1.52,2.48,4.6,0.46,4.14,
1001,2013-07-01,2.88,99.51,13.54,25.15,18.63,18.63,30.13,18.93,11.19,24.55,1.14,2.25,0.26,1.99,1.8,3.38,0.37,3.01,
1001,2013-07-02,5.45,99.98,14.23,25.76,19.43,19.43,30.54,19.89,10.64,25.31,0.8,1.76,0.18,1.58,1.27,2.63,0.23,2.39,0.9127
1001,2013-07-03,8.01,100.22,15.94,23.47,21.33,21.33,27.05,20.11,6.94,23.42,1.3,2.51,0.37,2.14,2.58,5.3,1.2,4.1,
1001,2013-07-04,20.01,100.1,16.45,22.74,21.87,21.87,24.62,21.46,3.16,22.71,3.0,4.51,0.97,3.54,5.54,7.89,2.21,5.68,
1001,2013-07-05,9.97,100.32,16.8,22.94,22.24,22.24,25.04,21.44,3.6,22.92,2.46,3.45,1.52,1.93,4.77,6.13,4.07,2.07,
1001,2013-07-06,18.82,100.28,16.98,23.2,22.41,22.41,25.12,21.63,3.49,23.19,1.89,2.56,1.16,1.4,3.8,4.57,2.59,1.99,
1001,2013-07-07,5.83,100.43,16.7,23.89,22.16,22.16,27.06,21.43,5.63,23.86,1.73,2.35,1.06,1.29,3.52,4.31,2.76,1.55,
1001,2013-07-08,5.1,100.54,17.07,24.25,22.52,22.52,27.07,21.21,5.86,24.25,1.44,1.91,0.83,1.08,2.89,4.08,1.82,2.26,
1001,2013-07-09,1.08,100.47,17.47,26.52,22.88,22.88,32.57,21.29,11.28,26.64,1.15,1.4,0.58,0.82,2.61,4.18,0.68,3.5,0.8706
1001,2013-07-10,28.81,100.19,18.23,26.19,23.51,23.51,30.55,22.33,8.23,26.21,1.34,1.62,1.0,0.61,2.87,3.98,2.02,1.96,
1001,2013-07-11,9.16,99.83,17.42,26.57,22.72,22.72,32.18,22.02,10.16,26.62,1.31,1.64,1.04,0.6,2.83,3.62,2.11,1.51,
1001,2013-07-12,2.5,99.74,17.39,26.6,22.7,22.7,32.16,21.9,10.26,26.69,1.46,1.78,1.21,0.57,3.07,4.41,1.85,2.56,
1001,2013-07-13,4.77,99.91,16.97,24.58,22.33,22.33,29.35,21.04,8.3,24.61,1.9,2.61,1.29,1.32,3.75,4.74,2.51,2.24,
1001,2013-07-14,6.01,100.2,17.01,24.81,22.41,22.41,28.73,21.01,7.72,24.84,2.14,3.36,1.39,1.97,4.34,5.42,2.89,2.53,
1001,2013-07-15,2.1,100.58,17.02,25.92,22.5,22.5,30.38,22.81,7.57,25.96,2.53,3.54,1.56,1.98,4.94,5.91,4.17,1.74,
1001,2013-07-16,0.05,100.8,16.75,26.11,22.26,22.26,31.18,21.92,9.26,26.15,2.35,3.54,1.44,2.1,4.71,5.72,3.75,1.97,0.0
1001,2013-07-17,3.33,100.75,17.16,26.88,22.62,22.62,32.74,21.27,11.48,26.86,1.43,1.7,1.23,0.47,2.93,4.16,1.81,2.35,
1001,2013-07-18,1.08,100.43,16.99,26.22,22.43,22.43,30.86,21.87,8.98,26.16,1.27,1.57,1.04,0.53,2.5,4.08,1.59,2.49,
1001,2013-07-19,0.18,100.22,16.56,26.71,21.96,21.96,32.5,21.45,11.05,26.81,1.24,1.56,0.39,1.17,2.71,4.27,0.74,3.53,
1001,2013-07-20,2.06,100.06,17.28,25.91,22.64,22.64,30.42,22.06,8.37,26.02,1.31,1.71,1.08,0.63,2.77,4.12,1.67,2.45,
1001,2013-07-21,6.29,100.08,17.74,25.66,23.09,23.09,30.14,22.26,7.87,25.73,1.57,1.93,1.17,0.76,3.33,4.67,2.23,2.44,
1001,2013-07-22,20.27,100.05,18.19,24.7,23.49,23.49,26.81,22.36,4.44,24.73,2.51,3.2,1.74,1.46,4.8,5.33,4.24,1.09,
